id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,estimated_revenue,is_luxury
14722273,Midtown 3 BR Elevator - Best Location,61391963,Corporate Housing,Manhattan,Hell's Kitchen,40.76071,-73.99032,Entire home/apt,175,30,4,2019-03-31,0.21,91,138,21000,False
14723039,Brooklyn Duplex in a beautiful brownstone,91645690,Shay & Anat,Brooklyn,Bedford-Stuyvesant,40.69173,-73.95885,Entire home/apt,163,2,33,2019-06-09,1.08,1,255,10758,False
14723166,Spacious studio in amazing location,59954257,Sara,Manhattan,Gramercy,40.73711,-73.98573,Entire home/apt,250,5,7,2018-07-05,0.2,1,0,8750,False
14723697,"3-Bedroom Apartment, 10 Minutes from Manhattan",864735,Jason,Queens,Astoria,40.75539,-73.91709,Entire home/apt,117,30,7,2019-04-04,0.23,8,241,24570,False
14724015,Swimming Pool! 2 Bed 2 bath Amazing Layout!5143,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79371,-73.96708,Entire home/apt,295,30,2,2018-04-01,0.06,96,250,17700,False
14724181,Massive Brownstone Close to Express Trains,91657065,Milton,Manhattan,Harlem,40.8305,-73.9437,Private room,105,2,38,2019-01-01,1.09,1,0,7980,False
14724479,Clean & Amazing Semi Private NYC Room by #1 Train,30499687,Jovanni & Natasha,Bronx,Fieldston,40.89581,-73.89778,Private room,59,2,7,2017-04-17,0.21,2,0,826,False
14726498,Inwood Manhattan everything close!!,91678787,Waldy,Manhattan,Inwood,40.86763,-73.91792,Private room,60,3,83,2019-05-31,2.39,1,300,14940,False
14726699,Private Ground Floor Studio Apartment Near JFK/LGA,66949758,Shanie,Queens,Jamaica,40.69961,-73.81264,Entire home/apt,49,1,79,2019-07-01,3.01,2,63,3871,False
14728630,Central Park Slope Garden Apartment,8066318,Declan,Brooklyn,Park Slope,40.66894,-73.98516,Entire home/apt,141,4,33,2018-11-19,0.96,1,159,18612,False
14728788,Cozy & Affordable Room for 2,81762491,Via,Brooklyn,Sheepshead Bay,40.58615,-73.94784,Private room,59,1,13,2018-07-30,0.38,1,332,767,False
14730708,Breathtaking City Views 3 Bed Apt. in Lincoln Sq!,836168,Henry,Manhattan,Upper West Side,40.7791,-73.98182,Entire home/apt,3000,30,8,2016-12-10,0.24,11,365,720000,False
14733932,20-25 minutes to downtown NYC/30-40 to midtown,89769986,Alan,Brooklyn,Bedford-Stuyvesant,40.69568,-73.93384,Private room,50,30,97,2019-05-04,2.79,4,312,145500,False
14737992,Large bedroom in Luxury bldg West Harlem,91804427,Laura,Manhattan,Harlem,40.82483,-73.95394,Private room,41,14,25,2019-06-05,0.75,1,6,14350,True
14738709,Modern furnished 2-Bedroom NYC Apartment!,30283594,Kara,Manhattan,Hell's Kitchen,40.76025,-73.99811,Entire home/apt,399,30,3,2018-11-15,0.1,121,185,35910,False
14741343,Modern Studio Apartment in perfect location!,6658730,Haley,Brooklyn,Prospect-Lefferts Gardens,40.65549,-73.96183,Entire home/apt,189,3,1,2016-10-07,0.03,1,83,567,False
14741623,Cozy Private Bedroom and Bathroom in Brooklyn,39181402,Sarah,Brooklyn,Bedford-Stuyvesant,40.68179,-73.95252,Private room,48,3,67,2019-06-22,1.95,1,70,9648,False
14743469,Bensonhurst Gem,19101984,Tuan-Phi,Brooklyn,Bensonhurst,40.60749,-73.99225,Entire home/apt,49,1,1,2016-08-28,0.03,1,0,49,False
14744425,An Apartment for Families near by Tom's Restaurant,11158576,Mustafa,Manhattan,Morningside Heights,40.80429,-73.96499,Entire home/apt,175,2,2,2016-09-10,0.06,1,0,700,False
14744735,Artist Loft w/ AMAZING views of Manhattan,943367,Tracie,Brooklyn,Greenpoint,40.7272,-73.94374,Private room,55,14,4,2018-08-15,0.12,1,17,3080,False
14744794,Hamilton Heights Sunny Bedroom,91874222,Laura,Manhattan,Harlem,40.82475,-73.9507,Private room,53,1,4,2017-08-20,0.16,1,0,212,False
14744912,"sunny airy bohemian rm, private bath! hip 'shwick",948164,Theodora,Brooklyn,Bushwick,40.7014,-73.91798,Private room,80,2,4,2018-04-30,0.12,1,0,640,False
14745847,Beautifu large studio in the heart  of Manhattan,39939354,Roberto,Manhattan,Midtown,40.75797,-73.97004,Entire home/apt,150,7,29,2019-06-22,0.86,1,31,30450,False
14746873,"COZY KING SIZE BED, NEAR AIRPORTS",51550484,Zhur,Queens,Richmond Hill,40.69621,-73.84532,Private room,67,2,8,2018-12-23,0.23,2,337,1072,False
14747893,"HUGE ROOM,PRIVATE BATH FORT GREENE/CLINTON HILL",91909024,Jason,Brooklyn,Clinton Hill,40.68548,-73.96625,Private room,80,4,2,2016-11-07,0.06,1,0,640,False
14749932,PRIME WILLIAMSBURG ROOM. ONE STOP FROM MANHATTAN,13066224,Valentina,Brooklyn,Williamsburg,40.71906,-73.95726,Private room,78,1,35,2019-06-23,1.01,1,247,2730,False
14756273,"Large private room in Astoria, 20 mins to mid-town",68276808,Summer,Queens,Ditmars Steinway,40.77392,-73.91678,Private room,50,2,10,2018-08-08,0.46,1,0,1000,False
14756913,Beautiful loft apt. on quiet Bed-Stuy block,128431,Valentina,Brooklyn,Bedford-Stuyvesant,40.68112,-73.9302,Entire home/apt,120,3,59,2019-06-22,1.73,1,57,21240,False
14756990,Bushwick Suite,92002479,Dee,Brooklyn,Bushwick,40.68891,-73.92084,Private room,75,1,6,2018-11-28,0.17,2,0,450,False
14757774,Sunny room in PRIME Brooklyn!,6803612,Jessica,Brooklyn,Bushwick,40.70497,-73.9233,Private room,60,4,3,2018-09-23,0.09,1,0,720,False
14759511,Big bedroom in the heart of Greenpoint,54892756,Nathaniel,Brooklyn,Greenpoint,40.73271,-73.95536,Private room,75,4,1,2016-09-14,0.03,1,0,300,False
14759843,Cozy studio In Bed Stuy Brooklyn,14438618,Rodney,Brooklyn,Bedford-Stuyvesant,40.68253,-73.9501,Entire home/apt,99,1,31,2018-09-20,0.89,1,345,3069,False
14759851,Cozy room in convenient Midtown West location,8048669,Lin,Manhattan,Hell's Kitchen,40.76144,-73.98849,Private room,100,2,16,2019-05-16,0.47,1,6,3200,False
14759888,Sunny and Spacious Bedroom in the East Village,6049738,Fayth,Manhattan,East Village,40.73029,-73.98725,Private room,95,4,9,2018-03-16,0.26,2,0,3420,False
14760211,"Madison Ave Palace  - Washer Dryer, Outdoor Deck",61391963,Corporate Housing,Manhattan,Upper East Side,40.78321,-73.95646,Entire home/apt,200,30,4,2019-04-30,0.21,91,311,24000,False
14760402,2br Apartment w/ Balcony & Free Airport Pickup!,83627325,Jared,Queens,Sunnyside,40.74634,-73.9179,Entire home/apt,249,1,6,2019-05-26,0.18,4,365,1494,False
14760567,Spacious Room in HUGE Manhattan flat!,42691960,Marie,Manhattan,Harlem,40.80676,-73.94658,Private room,33,4,9,2017-09-01,0.26,2,0,1188,False
14761949,Upper Westside  Room w/ Private Bath & View,25543706,Christina,Manhattan,Harlem,40.82489,-73.95337,Private room,80,2,93,2019-06-27,2.69,1,215,14880,False
14763045,Location! Location! Location! ... in a cute studio,54743212,Brigid,Brooklyn,Williamsburg,40.71588,-73.94297,Entire home/apt,160,14,4,2017-09-10,0.12,1,0,8960,False
14763255,Private Large Studio-size Room,43585545,Angelo,Brooklyn,Bedford-Stuyvesant,40.68683,-73.95004,Private room,50,1,25,2019-06-29,2.08,1,28,1250,False
14767195,"Quaint, sunny, and quiet room overlooking garden.",92110601,Amey,Queens,Sunnyside,40.73967,-73.92367,Private room,50,2,7,2016-11-13,0.21,1,0,700,False
14768563,Large 1 Bedroom near Prospect Park,19918057,Sogol,Brooklyn,Prospect-Lefferts Gardens,40.66028,-73.961,Entire home/apt,100,2,1,2016-09-05,0.03,1,0,200,False
14769619,Cozy minimalist room close to train (1),74179880,Silvia,Brooklyn,East New York,40.67539,-73.89039,Private room,33,3,101,2019-06-16,2.92,8,323,9999,False
14769785,Pr1vate Room(Queensizebed)$100,83147028,Shirley,Brooklyn,Crown Heights,40.67181,-73.925,Private room,100,1,16,2019-01-01,0.46,2,365,1600,False
14770256,Lovely bedroom in the heart of Brooklyn,42854068,Pau,Brooklyn,Midwood,40.61679,-73.96016,Private room,35,5,0,,0.0,1,0,0,False
14771917,1 bedroom w/PRIVATE full bathroom (BUSHWICK),20092334,Adhat,Brooklyn,Bushwick,40.70542,-73.92025,Private room,55,15,0,,0.0,1,0,0,False
14772328,Amazing Space in the Heart of Williamsburg,62126843,James,Brooklyn,Williamsburg,40.71417,-73.94463,Entire home/apt,60,10,1,2017-09-26,0.05,1,0,600,False
14772701,2A Lovely one bedroom apartment in Williamsburg,49704571,Krzysztof,Brooklyn,Williamsburg,40.71943,-73.94255,Entire home/apt,89,30,11,2019-05-31,0.34,8,144,29370,False
14774206,South-By-Southwest Room,92193254,Max,Manhattan,Upper West Side,40.80093,-73.9601,Private room,97,3,96,2019-07-06,2.8,1,134,27936,False
14774459,Big Apartment with Balcony by Central Park,4064681,Aziz,Manhattan,East Harlem,40.79834,-73.94761,Entire home/apt,164,1,8,2017-02-22,0.23,1,0,1312,False
14776203,Home 4 Medical Professionals- Stuyvesant Heights 1,26377263,Stat,Brooklyn,Bedford-Stuyvesant,40.68793,-73.95246,Private room,57,30,1,2017-02-18,0.03,43,365,1710,False
14777684,Immaculate Private Apt Under $10 Uber to JFK*,72838963,Deborah,Queens,Jamaica,40.68358,-73.7967,Entire home/apt,66,1,94,2019-07-04,2.71,2,180,6204,False
14778622,"Modern and Safe Place,Free Wifi",92238446,Elliot,Queens,St. Albans,40.70052,-73.75184,Private room,400,4,0,,0.0,1,365,0,False
14779359,"3 BD,2 BTH, Doorman,15 mins to Midtown",47219202,Roy & Rita,Manhattan,Harlem,40.8222,-73.94323,Entire home/apt,199,2,15,2019-07-07,0.58,1,54,5970,False
14779590,Quiet room with loft bed,16300594,Ari,Brooklyn,Williamsburg,40.716,-73.955,Private room,52,5,57,2019-06-25,1.65,3,104,14820,False
14781268,Huge Sunny Private Bedroom in heart of Brooklyn,566200,Daniel,Brooklyn,Bushwick,40.69951,-73.92848,Private room,70,30,6,2019-03-22,0.18,1,0,12600,False
14783267,Lovely & bright apartment in center of Park Slope,950826,Talia,Brooklyn,Park Slope,40.66961,-73.97991,Entire home/apt,170,30,17,2019-06-09,0.5,1,0,86700,False
14783394,Bright Room in Bushwick,71379648,Jacob,Brooklyn,Bushwick,40.68815,-73.91344,Private room,62,3,7,2018-03-31,0.22,1,0,1302,False
14783847,Midtown East Pied-à-Terre,32507569,Cranston,Manhattan,Midtown,40.75586,-73.96185,Entire home/apt,200,6,23,2019-07-01,2.23,1,89,27600,False
14784377,Sunny Master Bedroom / Harlem,40223194,Kenny,Manhattan,Harlem,40.81285,-73.95439,Private room,75,2,3,2016-11-12,0.09,1,0,450,False
14784557,Beautiful Designer 1 bedroom Apt Midtown Manhattan,767764,Jerald,Manhattan,Hell's Kitchen,40.76688,-73.99402,Entire home/apt,200,3,31,2019-07-03,0.94,1,51,18600,False
14784793,Ditmas Park Beautiful Spacious Apartment,11427836,Tiffany,Brooklyn,Flatbush,40.63825,-73.95654,Entire home/apt,160,2,18,2019-04-22,0.52,1,0,5760,False
14787061,Harlem River,92324633,Ermanno,Manhattan,East Harlem,40.81344,-73.93454,Private room,100,2,7,2017-09-04,0.21,1,32,1400,False
14787179,Large private bedroom&bath 2 min. away from subway,92325527,Barbara,Brooklyn,Williamsburg,40.71153,-73.94215,Private room,100,2,124,2019-07-03,3.65,1,58,24800,False
14787406,"Homey, accessible private bedroom",19544315,Cal,Manhattan,Washington Heights,40.83315,-73.94108,Private room,58,1,1,2016-09-21,0.03,2,0,58,False
14787727,"1 Bedroom Apartment, Carroll Gardens",2724990,Valeska,Brooklyn,Carroll Gardens,40.68182,-73.99208,Entire home/apt,110,10,0,,0.0,1,0,0,False
14787776,1 Beautiful Private Bedroom In Prime Williamsburg,46220101,Nicolette,Brooklyn,Williamsburg,40.7121,-73.9623,Private room,120,3,2,2019-05-12,0.23,1,149,720,False
14788009,Chris' Cozy Cave!,69029231,Chris,Queens,Ditmars Steinway,40.78031,-73.91003,Entire home/apt,95,3,89,2019-06-18,2.6,1,259,25365,False
14789008,"Spacious 1BR amazing view, Beach 5 min, airport 20",26759986,Aziz,Brooklyn,Manhattan Beach,40.58249,-73.95347,Entire home/apt,150,30,2,2016-09-20,0.06,1,0,9000,False
14790550,Large and inviting 3BR apartment,21426910,Allen,Brooklyn,Gravesend,40.59544,-73.97087,Entire home/apt,150,2,145,2019-07-01,4.24,2,35,43500,False
14795784,Studio Apartment Prospect Heights,2140246,Tanya,Brooklyn,Crown Heights,40.6758,-73.96251,Entire home/apt,95,3,10,2019-05-19,0.3,1,188,2850,False
14796894,21St&6Th Ave Prime Doorman 1bed !GYM 5204,16098958,Jeremy & Laura,Manhattan,Chelsea,40.74246,-73.9954,Entire home/apt,250,30,1,2017-01-07,0.03,96,319,7500,False
14798850,Cool Brooklyn spot,92441472,Scott,Brooklyn,Bedford-Stuyvesant,40.69576,-73.96137,Private room,37,2,1,2016-08-30,0.03,1,0,74,False
14798941,Sunny Room with Queen Bed in Artsy Bushwick,1385016,Bradley,Brooklyn,Bushwick,40.70468,-73.92568,Private room,75,5,4,2017-09-26,0.12,1,88,1500,False
14800184,Spacious Bedroom in Gorgeous Renovated Apartment,82715129,Carlos,Brooklyn,Bedford-Stuyvesant,40.69063,-73.93947,Private room,67,2,87,2019-06-30,2.51,1,60,11658,False
14802377,Beautiful Home Away From Home,11272233,Kat,Brooklyn,Crown Heights,40.67532,-73.93986,Private room,59,1,7,2019-06-21,0.2,2,189,413,False
14802396,"Park Slope Bklyn, Large 2 BD/2 BTH",42569610,Chris & Jayma,Brooklyn,Park Slope,40.67861,-73.98066,Entire home/apt,227,30,2,2017-02-12,0.06,1,250,13620,False
14803168,Cozy living in midtown close to EVERYTHING,92481239,Russell,Manhattan,Upper West Side,40.76938,-73.98689,Entire home/apt,160,3,4,2018-07-29,0.28,1,2,1920,False
14804661,"Cozy 4 beds, Free Ferry to Manhattan.",92493393,Eddie & Lois,Staten Island,West Brighton,40.63333,-74.11311,Entire home/apt,125,2,96,2019-07-01,2.82,5,362,24000,False
14804934,Spacious room on the East River!,14614459,Dario,Manhattan,East Harlem,40.78608,-73.94305,Private room,50,3,14,2018-06-03,0.41,4,0,2100,False
14805984,"Cozy NY Apt, Central to transport-LIVE as a LOCAL-",92509632,Nelly,Brooklyn,Canarsie,40.63949,-73.90585,Entire home/apt,80,2,83,2018-03-11,2.42,1,0,13280,False
14807279,Renovated brownstone apt w/ private outdoor patio,43853650,Eric,Brooklyn,Bedford-Stuyvesant,40.68612,-73.95927,Entire home/apt,225,4,112,2019-06-30,3.23,1,136,100800,False
14807332,Duplex with Private Bathroom by Times Square,92520154,Michael,Manhattan,Hell's Kitchen,40.7658,-73.98795,Private room,180,1,319,2019-07-01,9.24,1,57,57420,False
14807716,Spacious 2 bedroom penthouse in Williamsburg,49704571,Krzysztof,Brooklyn,Greenpoint,40.72107,-73.943,Entire home/apt,109,30,6,2018-08-10,0.2,8,176,19620,False
14807890,Sunny Bloomingdale,9060571,Maurice,Manhattan,Upper West Side,40.79986,-73.96415,Private room,100,1,86,2019-07-05,2.5,1,34,8600,False
14808499,"Large studio in Williamsburg, 3B",49704571,Krzysztof,Brooklyn,Williamsburg,40.71984,-73.94303,Entire home/apt,79,30,11,2019-05-31,0.35,8,136,26070,False
14808561,"private cosy , clean 2  bedroom apt",15724675,Juan,Queens,Woodside,40.74185,-73.90684,Private room,105,2,9,2017-08-14,0.26,2,0,1890,False
14808832,"Bedroom & living area Upper East Side, 86th Subway",7917247,Daniel,Manhattan,Upper East Side,40.77544,-73.95577,Entire home/apt,125,2,102,2019-06-15,3.21,1,35,25500,False
14808890,Comfortable Twin Size Bed Near Airport,51550484,Zhur,Queens,Richmond Hill,40.69416,-73.84698,Private room,47,2,25,2019-06-10,1.13,2,152,2350,False
14809302,A Small Room With Futon Bed In A House In Brooklyn,40236384,Oates,Brooklyn,Prospect-Lefferts Gardens,40.65934,-73.95937,Private room,60,1,19,2017-04-04,0.55,2,0,1140,False
14809342,Soho/Nolita Apartment w/Rooftop Terrace,3599088,Chris,Manhattan,Nolita,40.72191,-73.99472,Entire home/apt,120,19,5,2018-03-25,0.17,2,0,11400,False
14815997,"Bright, quiet, super comfy chic in Upper East Side",3979831,Mj,Manhattan,Upper East Side,40.77273,-73.96344,Entire home/apt,195,2,90,2019-06-26,2.59,1,134,35100,False
14817571,Private room in astoria for a month!,90043913,Yudum,Queens,Astoria,40.77013,-73.92092,Private room,60,2,2,2019-06-10,1.22,2,34,240,False
14817574,Spacious Room in the heart of Greenwich Village!,88398053,Colleen,Manhattan,Greenwich Village,40.72807,-73.99925,Private room,99,2,5,2017-08-20,0.15,1,0,990,False
14818234,Spacious 3BR Duplex Apt + Loft in Gramercy NYC,80782387,Justin,Manhattan,Gramercy,40.73815,-73.98443,Entire home/apt,300,3,11,2019-05-27,0.32,1,0,9900,False
14819796,"Charming 2BR  Prime Carroll Gardens/ F,G Train",40611169,Sol,Brooklyn,Carroll Gardens,40.67718,-73.99493,Entire home/apt,250,1,62,2019-06-28,1.79,5,178,15500,False
14821133,Bright 1 Bedroom in the heart of the East Village,1772952,Elizabeth,Manhattan,East Village,40.72931,-73.97925,Entire home/apt,105,4,18,2018-04-22,0.52,1,0,7560,False
14821494,Beautiful Furnished 1 BR Apt near Times Square,30283594,Kara,Manhattan,Chelsea,40.74461,-73.992,Entire home/apt,129,30,0,,0.0,121,349,0,False
14821756,"LowerLevel House NYC,Traveler ShortStay BedRoom",31307789,Luffy,Queens,Corona,40.74864,-73.85436,Shared room,27,2,16,2019-06-07,0.48,2,365,864,False
14822309,"Relaxing, spacious, private room Riverside Drive",16978120,Chip,Manhattan,Harlem,40.82966,-73.95021,Private room,65,30,7,2019-04-30,0.21,2,225,13650,False
14823020,peaceful tree view room in sweet neighborhood,22388424,Leslie,Queens,Ridgewood,40.7058,-73.91041,Private room,42,3,6,2019-06-13,0.18,2,52,756,False
14823077,Amazing Private Bedroom on UES of New York City,20707006,Tianna,Manhattan,East Harlem,40.78962,-73.94837,Private room,100,4,1,2017-01-03,0.03,1,0,400,False
14823526,"Located in heart of SOHO, super convenient!",9390190,Amy,Manhattan,SoHo,40.72281,-73.9987,Private room,120,1,9,2018-10-28,0.35,4,89,1080,False
14824160,NYC Photographers Loft,1319462,Zi Ying,Manhattan,Chinatown,40.71775,-73.99509,Entire home/apt,199,3,19,2019-06-22,0.56,2,11,11343,False
14824230,Cozy quiet room in Morningside brownstone,92690603,Ruth,Manhattan,Morningside Heights,40.80576,-73.95832,Private room,85,3,49,2019-06-14,1.46,1,2,12495,False
14824875,Beautiful two bedroom apartment with backyard,68082479,Sunshine,Brooklyn,East New York,40.6735,-73.89635,Entire home/apt,135,30,108,2019-06-20,3.12,2,206,437400,False
14825405,Oceanview pull out bed in a SAFE area. No BS fees!,24676472,Gino,Brooklyn,Brighton Beach,40.57701,-73.96616,Shared room,50,1,1,2016-10-09,0.03,1,0,50,False
14826817,Sid's Victorian Oasis,92720308,Sidney,Brooklyn,Flatbush,40.64088,-73.96306,Private room,120,1,87,2019-06-12,2.53,3,313,10440,False
14826900,Modern Williamsburg Loft,25161779,Maria,Brooklyn,Williamsburg,40.71122,-73.95922,Entire home/apt,160,3,2,2017-07-31,0.06,1,0,960,False
14827265,private room in SOHO,9390190,Amy,Manhattan,SoHo,40.72194,-73.9983,Private room,120,1,25,2019-07-01,0.75,4,89,3000,False
14827418,private room in central SOHO,9390190,Amy,Manhattan,SoHo,40.72293,-73.99952,Private room,120,1,24,2019-05-19,0.71,4,89,2880,False
14827512,comfy bed in SOHO,9390190,Amy,Manhattan,SoHo,40.72364,-73.99923,Shared room,100,1,51,2019-07-01,1.48,4,82,5100,False
14827752,NEW Bright Modern Apt in the heart of DOWNTOWN NYC,17536826,Hanyuan (Yssi),Manhattan,East Village,40.72989,-73.9888,Entire home/apt,270,2,0,,0.0,1,0,0,False
14832329,Cosy Brooklyn Bedroom in Duplex Apt,12368999,Mathieu,Brooklyn,Clinton Hill,40.68439,-73.96336,Private room,72,1,2,2016-09-11,0.06,1,0,144,False
14834097,"East 63rd street, Studio Serviced Apartment*",22541573,Ken,Manhattan,Upper East Side,40.76356,-73.96082,Entire home/apt,179,30,0,,0.0,87,365,0,False
14834733,"Stoner Abode in Bushwick
ADULTS ONLY!",92002479,Dee,Brooklyn,Bushwick,40.69018,-73.92166,Private room,72,1,96,2019-06-23,3.13,2,365,6912,False
14835065,West Village Apartment near Washington Square Park,77722758,Robert,Manhattan,Greenwich Village,40.73293,-73.99846,Entire home/apt,200,1,4,2017-12-30,0.12,1,0,800,False
14835632,"Bright, conveniently located room in Bushwick",29480857,Elena,Brooklyn,Bushwick,40.70352,-73.92971,Private room,48,2,11,2017-12-30,0.32,1,0,1056,False
14835670,Classic Bed-Stuy Brownstone Garden Apartment,92602590,Richard,Brooklyn,Bedford-Stuyvesant,40.69042,-73.942,Entire home/apt,95,2,27,2018-05-05,0.79,1,0,5130,False
14837052,Fantastical Artist's loft in Tribeca,46564548,Meghan,Manhattan,Tribeca,40.7155,-74.00754,Entire home/apt,800,13,2,2018-07-16,0.14,1,173,20800,False
14837884,Small Bedroom in Heart of SoHo,91280958,Sandra,Manhattan,SoHo,40.72179,-73.99795,Private room,49,3,1,2016-09-15,0.03,1,0,147,False
14838160,Bedroom in Beautiful Fort Greene Home,20480059,Mallary,Brooklyn,Fort Greene,40.69218,-73.97138,Private room,65,4,48,2019-05-22,1.38,3,0,12480,False
14838808,Private Bed/Bath in SOHO Townhouse +Office/Deck!!!,43599290,Scott,Manhattan,SoHo,40.72198,-74.00296,Private room,129,2,26,2019-05-22,0.76,2,89,6708,False
14839106,Modern Private Room-L Train in front of building!,60968776,Kaitlyn,Brooklyn,Williamsburg,40.70812,-73.94003,Private room,113,3,27,2019-06-19,0.78,1,37,9153,False
14839830,Modern Spacious Private One bedroom Free Parking.,48630747,Harvey,Queens,Flushing,40.72363,-73.80285,Entire home/apt,100,1,197,2019-06-24,5.81,1,342,19700,False
14839995,3 BR & Bath Sunny Quiet Entire Floor Brown,39543399,Michael,Brooklyn,Park Slope,40.67171,-73.97607,Entire home/apt,175,3,29,2019-05-06,0.85,1,282,15225,False
14840286,Artist's Townhouse,9977688,Lenissima,Brooklyn,Bedford-Stuyvesant,40.68785,-73.92412,Entire home/apt,575,4,6,2018-12-31,0.19,1,179,13800,False
14840323,Loft in the heart of Bushwick (jefferson L),18198110,Jefferson,Brooklyn,Bushwick,40.70461,-73.92297,Entire home/apt,135,2,6,2016-10-31,0.17,1,0,1620,False
14840822,"East midtown, Steps from the UN +GC",74974718,Leah,Manhattan,Midtown,40.75015,-73.97082,Private room,200,5,41,2019-07-01,1.2,1,333,41000,False
14841128,"Cozy Quiet/NYC, Brooklyn apt next to subway!!",92333417,Valerie,Brooklyn,Bedford-Stuyvesant,40.68234,-73.94943,Entire home/apt,152,3,132,2019-06-24,4.13,2,321,60192,False
14841838,Jackson Heights 2 bedrooms housing,92872782,Nicholas,Queens,Jackson Heights,40.75495,-73.87774,Entire home/apt,140,2,115,2019-06-24,3.34,1,298,32200,False
14842856,Unique Creative Artist Space in Brooklyn,90864500,Wilson,Brooklyn,Sunset Park,40.65348,-74.00255,Entire home/apt,800,1,1,2017-08-13,0.04,1,364,800,False
14842991,Sunny Upper East Side Escape,4611487,Caroline,Manhattan,Upper East Side,40.76749,-73.95471,Private room,95,4,101,2019-06-26,2.94,1,49,38380,False
14843464,"Large studio in Williamsburg, 4B",49704571,Krzysztof,Brooklyn,Greenpoint,40.72043,-73.94253,Entire home/apt,80,30,8,2019-06-08,0.26,8,152,19200,False
14843553,Beautiful Alcove Studio in West Midtown,493093,Eyal,Manhattan,Chelsea,40.75122,-73.99658,Entire home/apt,215,3,88,2019-07-01,2.59,1,200,56760,False
14850904,"Sunny, Beautiful 2BR in Park Slope South",92963740,Remy,Brooklyn,Sunset Park,40.66148,-73.98942,Entire home/apt,140,2,83,2019-06-30,2.4,2,7,23240,False
14851247,Clean bright comfy 1BR east Harlem,51843917,John,Manhattan,East Harlem,40.79853,-73.93772,Entire home/apt,110,29,9,2018-04-02,0.26,1,35,28710,False
14851292,Gorgeous Sunlit One Bedroom - Uptown Manhattan,64161144,Nichole,Manhattan,East Harlem,40.81506,-73.93567,Entire home/apt,100,2,9,2017-01-15,0.26,1,0,1800,False
14851530,Eclectic Prime Williamsburg Space,50374022,Elana,Brooklyn,Williamsburg,40.71254,-73.96411,Private room,100,3,2,2017-05-22,0.06,2,0,600,False
14853361,Charming 1BR with sun-nook in Brooklyn,92986768,Macushla,Brooklyn,Navy Yard,40.69803,-73.97205,Entire home/apt,94,3,5,2018-01-06,0.14,1,0,1410,False
14854002,Master bedroom with king size bed and private bath,3274903,Vicky,Queens,Sunnyside,40.73825,-73.92919,Private room,76,3,9,2019-06-16,0.97,1,112,2052,False
14854013,"1 Bedroom apartment in Woodside, NY",20616761,Eliana,Queens,Sunnyside,40.74473,-73.91334,Entire home/apt,150,2,51,2019-06-09,1.48,1,329,15300,False
14854430,Apartment in Center of East Village,39942789,Jackie,Manhattan,East Village,40.73001,-73.98464,Entire home/apt,195,2,48,2019-06-05,1.41,1,344,18720,False
14854453,Small room in great neighborhood,10737943,David,Manhattan,Upper East Side,40.77819,-73.94597,Private room,49,25,5,2019-06-01,0.15,10,284,6125,False
14855614,Luxury New York City Westside Suite,92067070,Rhondella,Manhattan,Midtown,40.76419,-73.98053,Entire home/apt,500,1,5,2018-09-26,0.15,1,361,2500,True
14856742,Penthouse Private Room w/Amazing Views,26434803,Zach,Brooklyn,Bushwick,40.69924,-73.91261,Private room,45,10,1,2016-09-05,0.03,2,0,450,False
14856799,纽约之家(SunnyHome3),27673980,Amy,Queens,Flushing,40.7459,-73.83298,Private room,50,1,54,2019-04-15,1.56,8,78,2700,False
14858190,Brand New Luxury Apartment with Breathtaking Views,17540607,Floor,Manhattan,East Village,40.72088,-73.97825,Entire home/apt,295,4,2,2018-03-09,0.09,1,0,2360,True
14858485,Cozy nook in the Brook(lyn),93044732,Christopher,Brooklyn,Bedford-Stuyvesant,40.69328,-73.95447,Private room,65,1,3,2016-09-19,0.09,1,0,195,False
14858544,BEST AREA IN CHELSEA. MODERN. COMPACT. HIGH LINE!!,93044932,Gina,Manhattan,Chelsea,40.75005,-73.99898,Entire home/apt,90,1,80,2019-06-22,2.32,1,73,7200,False
14858777,West Harlem Cosy and Spacious Room,9030453,Irie,Manhattan,Harlem,40.81172,-73.94456,Private room,71,5,6,2017-09-20,0.18,2,305,2130,False
14864014,"Ultramodern Luxury 1 BR w/ Terrace, Crown Heights",322716,Alex,Brooklyn,Crown Heights,40.67162,-73.95009,Entire home/apt,155,7,19,2019-06-18,0.56,5,333,20615,True
14865705,Shared 1br in Flushing for cheap,16795575,Zack,Queens,Flushing,40.75338,-73.82342,Private room,40,1,6,2016-09-13,0.17,2,0,240,False
14867152,Cozy Bed Stuy Two Room Studio,32597915,Jason,Brooklyn,Bedford-Stuyvesant,40.69154,-73.93094,Entire home/apt,50,2,4,2016-12-06,0.12,1,0,400,False
14868158,Private Bedroom with Amazing Skyline View,93148942,Trey,Brooklyn,Bushwick,40.69945,-73.92771,Private room,50,1,9,2017-08-05,0.26,2,0,450,False
14868347,NYC Studio Apt right by Central Park!!,30283594,Kara,Manhattan,Midtown,40.76556,-73.98197,Entire home/apt,199,30,1,2017-10-25,0.05,121,189,5970,False
